job,model,dataset,src_layer,tgt_layer,sdc_group,rows,finite_rows,non_finite_rows,non_finite_rate
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,9,10,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,9,10,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,9,10,significant_sdc,183,54,129,0.7049180327868853
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,10,11,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,10,11,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,10,11,significant_sdc,183,53,130,0.7103825136612022
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,11,12,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,11,12,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,11,12,significant_sdc,183,53,130,0.7103825136612022
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,12,13,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,12,13,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,12,13,significant_sdc,183,52,131,0.7158469945355191
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,13,14,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,13,14,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,13,14,significant_sdc,183,50,133,0.7267759562841529
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,14,15,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,14,15,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,14,15,significant_sdc,183,50,133,0.7267759562841529
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,15,16,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,15,16,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,15,16,significant_sdc,183,49,134,0.7322404371584699
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,16,17,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,16,17,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,16,17,significant_sdc,183,47,136,0.7431693989071038
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,17,18,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,17,18,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,17,18,significant_sdc,183,46,137,0.7486338797814207
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,18,19,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,18,19,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,18,19,significant_sdc,183,42,141,0.7704918032786885
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,19,20,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,19,20,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,19,20,significant_sdc,183,41,142,0.7759562841530054
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,20,21,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,20,21,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,20,21,significant_sdc,183,39,144,0.7868852459016393
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,21,22,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,21,22,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,21,22,significant_sdc,183,36,147,0.8032786885245902
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,22,23,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,22,23,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,22,23,significant_sdc,183,33,150,0.819672131147541
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,23,24,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,23,24,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,23,24,significant_sdc,183,33,150,0.819672131147541
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,24,25,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,24,25,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,24,25,significant_sdc,183,29,154,0.8415300546448088
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,25,26,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,25,26,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,25,26,significant_sdc,183,27,156,0.8524590163934427
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,26,27,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,26,27,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,26,27,significant_sdc,183,24,159,0.8688524590163934
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,27,28,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,27,28,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,27,28,significant_sdc,183,22,161,0.8797814207650273
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,28,29,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,28,29,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,28,29,significant_sdc,183,19,164,0.8961748633879781
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,29,30,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,29,30,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,29,30,significant_sdc,183,17,166,0.907103825136612
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,30,31,non_sdc,7249,7249,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,30,31,non_significant_sdc,68,68,0,0.0
llava15_earthvqa,LLaVA-1.5-7B,EarthVQA,30,31,significant_sdc,183,11,172,0.9398907103825137
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,0,1,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,0,1,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,0,1,significant_sdc,166,59,107,0.6445783132530121
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,1,2,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,1,2,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,1,2,significant_sdc,166,57,109,0.6566265060240963
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,2,3,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,2,3,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,2,3,significant_sdc,166,57,109,0.6566265060240963
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,3,4,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,3,4,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,3,4,significant_sdc,166,57,109,0.6566265060240963
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,4,5,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,4,5,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,4,5,significant_sdc,166,57,109,0.6566265060240963
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,5,6,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,5,6,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,5,6,significant_sdc,166,54,112,0.6746987951807228
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,6,7,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,6,7,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,6,7,significant_sdc,166,54,112,0.6746987951807228
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,7,8,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,7,8,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,7,8,significant_sdc,166,52,114,0.6867469879518072
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,8,9,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,8,9,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,8,9,significant_sdc,166,50,116,0.6987951807228916
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,9,10,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,9,10,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,9,10,significant_sdc,166,48,118,0.7108433734939759
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,10,11,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,10,11,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,10,11,significant_sdc,166,47,119,0.7168674698795181
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,11,12,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,11,12,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,11,12,significant_sdc,166,44,122,0.7349397590361446
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,12,13,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,12,13,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,12,13,significant_sdc,166,44,122,0.7349397590361446
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,13,14,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,13,14,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,13,14,significant_sdc,166,44,122,0.7349397590361446
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,14,15,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,14,15,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,14,15,significant_sdc,166,41,125,0.7530120481927711
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,15,16,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,15,16,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,15,16,significant_sdc,166,40,126,0.7590361445783133
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,16,17,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,16,17,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,16,17,significant_sdc,166,37,129,0.7771084337349398
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,17,18,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,17,18,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,17,18,significant_sdc,166,37,129,0.7771084337349398
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,18,19,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,18,19,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,18,19,significant_sdc,166,35,131,0.7891566265060241
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,19,20,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,19,20,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,19,20,significant_sdc,166,34,132,0.7951807228915663
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,20,21,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,20,21,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,20,21,significant_sdc,166,34,132,0.7951807228915663
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,21,22,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,21,22,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,21,22,significant_sdc,166,33,133,0.8012048192771084
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,22,23,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,22,23,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,22,23,significant_sdc,166,32,134,0.8072289156626506
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,23,24,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,23,24,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,23,24,significant_sdc,166,32,134,0.8072289156626506
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,24,25,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,24,25,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,24,25,significant_sdc,166,31,135,0.8132530120481928
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,25,26,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,25,26,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,25,26,significant_sdc,166,31,135,0.8132530120481928
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,26,27,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,26,27,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,26,27,significant_sdc,166,29,137,0.8253012048192772
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,27,28,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,27,28,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,27,28,significant_sdc,166,24,142,0.8554216867469879
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,28,29,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,28,29,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,28,29,significant_sdc,166,22,144,0.8674698795180723
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,29,30,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,29,30,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,29,30,significant_sdc,166,19,147,0.8855421686746988
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,30,31,non_sdc,7232,7232,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,30,31,non_significant_sdc,102,102,0,0.0
llava15_lingoqa,LLaVA-1.5-7B,LingoQA,30,31,significant_sdc,166,12,154,0.927710843373494
llava15_vqav2,LLaVA-1.5-7B,VQAv2,0,1,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,0,1,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,0,1,significant_sdc,182,71,111,0.6098901098901099
llava15_vqav2,LLaVA-1.5-7B,VQAv2,1,2,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,1,2,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,1,2,significant_sdc,182,69,113,0.6208791208791209
llava15_vqav2,LLaVA-1.5-7B,VQAv2,2,3,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,2,3,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,2,3,significant_sdc,182,67,115,0.6318681318681318
llava15_vqav2,LLaVA-1.5-7B,VQAv2,3,4,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,3,4,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,3,4,significant_sdc,182,65,117,0.6428571428571428
llava15_vqav2,LLaVA-1.5-7B,VQAv2,4,5,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,4,5,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,4,5,significant_sdc,182,64,118,0.6483516483516483
llava15_vqav2,LLaVA-1.5-7B,VQAv2,5,6,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,5,6,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,5,6,significant_sdc,182,62,120,0.6593406593406593
llava15_vqav2,LLaVA-1.5-7B,VQAv2,6,7,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,6,7,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,6,7,significant_sdc,182,62,120,0.6593406593406593
llava15_vqav2,LLaVA-1.5-7B,VQAv2,7,8,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,7,8,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,7,8,significant_sdc,182,61,121,0.6648351648351649
llava15_vqav2,LLaVA-1.5-7B,VQAv2,8,9,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,8,9,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,8,9,significant_sdc,182,60,122,0.6703296703296704
llava15_vqav2,LLaVA-1.5-7B,VQAv2,9,10,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,9,10,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,9,10,significant_sdc,182,59,123,0.6758241758241759
llava15_vqav2,LLaVA-1.5-7B,VQAv2,10,11,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,10,11,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,10,11,significant_sdc,182,57,125,0.6868131868131868
llava15_vqav2,LLaVA-1.5-7B,VQAv2,11,12,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,11,12,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,11,12,significant_sdc,182,54,128,0.7032967032967032
llava15_vqav2,LLaVA-1.5-7B,VQAv2,12,13,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,12,13,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,12,13,significant_sdc,182,52,130,0.7142857142857143
llava15_vqav2,LLaVA-1.5-7B,VQAv2,13,14,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,13,14,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,13,14,significant_sdc,182,52,130,0.7142857142857143
llava15_vqav2,LLaVA-1.5-7B,VQAv2,14,15,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,14,15,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,14,15,significant_sdc,182,52,130,0.7142857142857143
llava15_vqav2,LLaVA-1.5-7B,VQAv2,15,16,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,15,16,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,15,16,significant_sdc,182,49,133,0.7307692307692308
llava15_vqav2,LLaVA-1.5-7B,VQAv2,16,17,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,16,17,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,16,17,significant_sdc,182,48,134,0.7362637362637363
llava15_vqav2,LLaVA-1.5-7B,VQAv2,17,18,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,17,18,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,17,18,significant_sdc,182,47,135,0.7417582417582418
llava15_vqav2,LLaVA-1.5-7B,VQAv2,18,19,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,18,19,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,18,19,significant_sdc,182,46,136,0.7472527472527473
llava15_vqav2,LLaVA-1.5-7B,VQAv2,19,20,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,19,20,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,19,20,significant_sdc,182,45,137,0.7527472527472527
llava15_vqav2,LLaVA-1.5-7B,VQAv2,20,21,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,20,21,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,20,21,significant_sdc,182,42,140,0.7692307692307692
llava15_vqav2,LLaVA-1.5-7B,VQAv2,21,22,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,21,22,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,21,22,significant_sdc,182,41,141,0.7747252747252747
llava15_vqav2,LLaVA-1.5-7B,VQAv2,22,23,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,22,23,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,22,23,significant_sdc,182,40,142,0.7802197802197802
llava15_vqav2,LLaVA-1.5-7B,VQAv2,23,24,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,23,24,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,23,24,significant_sdc,182,37,145,0.7967032967032968
llava15_vqav2,LLaVA-1.5-7B,VQAv2,24,25,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,24,25,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,24,25,significant_sdc,182,37,145,0.7967032967032968
llava15_vqav2,LLaVA-1.5-7B,VQAv2,25,26,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,25,26,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,25,26,significant_sdc,182,35,147,0.8076923076923077
llava15_vqav2,LLaVA-1.5-7B,VQAv2,26,27,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,26,27,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,26,27,significant_sdc,182,32,150,0.8241758241758241
llava15_vqav2,LLaVA-1.5-7B,VQAv2,27,28,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,27,28,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,27,28,significant_sdc,182,30,152,0.8351648351648352
llava15_vqav2,LLaVA-1.5-7B,VQAv2,28,29,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,28,29,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,28,29,significant_sdc,182,25,157,0.8626373626373627
llava15_vqav2,LLaVA-1.5-7B,VQAv2,29,30,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,29,30,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,29,30,significant_sdc,182,24,158,0.8681318681318682
llava15_vqav2,LLaVA-1.5-7B,VQAv2,30,31,non_sdc,7304,7304,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,30,31,non_significant_sdc,14,14,0,0.0
llava15_vqav2,LLaVA-1.5-7B,VQAv2,30,31,significant_sdc,182,18,164,0.9010989010989011
